uid,id_str,volume,chapter_no,subject_code,question_no,type,answer_mcq,answer_msq,answer_nat,tolerance_abs,source_pdf,source_page,source_line_index
v1:11.4.3,11.4.3,1,11,4,3,MCQ,A,,,,volume1,371,15
v1:11.4.4,11.4.4,1,11,4,4,MCQ,D,,,,volume1,371,15
v1:11.4.5,11.4.5,1,11,4,5,MCQ,B,,,,volume1,371,16
v1:11.4.6,11.4.6,1,11,4,6,MCQ,D,,,,volume1,371,16
v1:11.4.7,11.4.7,1,11,4,7,MCQ,A,,,,volume1,371,16
v1:11.4.8,11.4.8,1,11,4,8,MCQ,D,,,,volume1,371,16
v1:11.4.9,11.4.9,1,11,4,9,MCQ,D,,,,volume1,371,16
v1:11.5.1,11.5.1,1,11,5,1,MCQ,D,,,,volume1,371,17
v1:11.5.2,11.5.2,1,11,5,2,MCQ,D,,,,volume1,371,17
v1:11.5.3,11.5.3,1,11,5,3,MCQ,B,,,,volume1,371,17
v1:11.5.4,11.5.4,1,11,5,4,MCQ,D,,,,volume1,371,17
v1:11.5.5,11.5.5,1,11,5,5,MCQ,B,,,,volume1,371,17
v1:11.6.1,11.6.1,1,11,6,1,MCQ,A,,,,volume1,371,18
v1:11.6.2,11.6.2,1,11,6,2,MCQ,C,,,,volume1,371,18
v1:11.6.3,11.6.3,1,11,6,3,MCQ,C,,,,volume1,371,18
v1:11.6.4,11.6.4,1,11,6,4,MCQ,C,,,,volume1,371,18
v1:11.6.5,11.6.5,1,11,6,5,MCQ,D,,,,volume1,371,18
v1:11.6.6,11.6.6,1,11,6,6,MCQ,C,,,,volume1,371,19
v1:11.6.7,11.6.7,1,11,6,7,MCQ,B,,,,volume1,371,19
v1:11.6.8,11.6.8,1,11,6,8,MCQ,B,,,,volume1,371,19
v1:11.6.9,11.6.9,1,11,6,9,MCQ,A,,,,volume1,371,19
v1:11.6.10,11.6.10,1,11,6,10,MCQ,C,,,,volume1,371,19
v1:11.6.11,11.6.11,1,11,6,11,MCQ,A,,,,volume1,371,20
v1:11.6.12,11.6.12,1,11,6,12,MCQ,D,,,,volume1,371,20
v1:11.6.13,11.6.13,1,11,6,13,MCQ,B,,,,volume1,371,20
v1:11.6.14,11.6.14,1,11,6,14,MCQ,A,,,,volume1,371,20
v1:11.6.15,11.6.15,1,11,6,15,MCQ,B,,,,volume1,371,20
v1:11.6.16,11.6.16,1,11,6,16,MCQ,A,,,,volume1,371,21
v1:11.6.17,11.6.17,1,11,6,17,MCQ,C,,,,volume1,371,21
v1:11.6.18,11.6.18,1,11,6,18,MCQ,A,,,,volume1,371,21
v1:11.6.19,11.6.19,1,11,6,19,MCQ,D,,,,volume1,371,21
v1:11.6.20,11.6.20,1,11,6,20,MCQ,D,,,,volume1,371,21
v1:11.6.21,11.6.21,1,11,6,21,MCQ,B,,,,volume1,371,22
v1:11.6.22,11.6.22,1,11,6,22,MCQ,A,,,,volume1,371,22
v1:11.6.23,11.6.23,1,11,6,23,MCQ,C,,,,volume1,371,22
v1:11.6.24,11.6.24,1,11,6,24,MCQ,C,,,,volume1,371,22
v1:11.6.25,11.6.25,1,11,6,25,MCQ,B,,,,volume1,371,22
v1:11.6.26,11.6.26,1,11,6,26,MCQ,C,,,,volume1,371,23
v1:11.6.27,11.6.27,1,11,6,27,MCQ,C,,,,volume1,371,23
v1:11.6.28,11.6.28,1,11,6,28,MCQ,B,,,,volume1,371,23
v1:11.6.29,11.6.29,1,11,6,29,MCQ,B,,,,volume1,371,23
v1:11.6.30,11.6.30,1,11,6,30,MCQ,C,,,,volume1,371,23
v1:11.6.31,11.6.31,1,11,6,31,MCQ,A,,,,volume1,371,24
v1:11.6.32,11.6.32,1,11,6,32,MCQ,D,,,,volume1,371,24
v1:11.6.33,11.6.33,1,11,6,33,MCQ,C,,,,volume1,371,24
v1:11.6.34,11.6.34,1,11,6,34,MCQ,C,,,,volume1,371,24
v1:11.6.35,11.6.35,1,11,6,35,MCQ,B,,,,volume1,371,24
v1:11.6.36,11.6.36,1,11,6,36,MCQ,D,,,,volume1,371,25
v1:11.6.37,11.6.37,1,11,6,37,MCQ,A,,,,volume1,371,25
v1:11.6.38,11.6.38,1,11,6,38,MCQ,D,,,,volume1,371,25
v1:11.6.39,11.6.39,1,11,6,39,MCQ,A,,,,volume1,371,25
v1:11.6.40,11.6.40,1,11,6,40,MCQ,D,,,,volume1,371,25
v1:11.6.41,11.6.41,1,11,6,41,MCQ,A,,,,volume1,371,26
v1:11.6.42,11.6.42,1,11,6,42,MCQ,C,,,,volume1,371,26
v1:11.6.43,11.6.43,1,11,6,43,MCQ,C,,,,volume1,371,26
v1:11.6.44,11.6.44,1,11,6,44,MCQ,A,,,,volume1,371,26
v1:11.6.45,11.6.45,1,11,6,45,MCQ,B,,,,volume1,371,26
v1:11.6.46,11.6.46,1,11,6,46,MCQ,B,,,,volume1,371,27
v1:11.6.47,11.6.47,1,11,6,47,MCQ,D,,,,volume1,371,27
v1:11.6.48,11.6.48,1,11,6,48,MCQ,C,,,,volume1,371,27
v1:11.6.49,11.6.49,1,11,6,49,MCQ,D,,,,volume1,371,27
v1:11.6.50,11.6.50,1,11,6,50,MCQ,B,,,,volume1,371,27
v1:11.6.51,11.6.51,1,11,6,51,MCQ,A,,,,volume1,371,28
v1:11.6.52,11.6.52,1,11,6,52,MCQ,B,,,,volume1,371,28
v1:11.6.53,11.6.53,1,11,6,53,MCQ,C,,,,volume1,371,28
v1:11.6.54,11.6.54,1,11,6,54,MCQ,D,,,,volume1,371,28
v1:11.6.55,11.6.55,1,11,6,55,MCQ,A,,,,volume1,371,28
v1:11.6.56,11.6.56,1,11,6,56,MCQ,C,,,,volume1,371,29
v1:11.6.57,11.6.57,1,11,6,57,MCQ,D,,,,volume1,371,29
v1:11.6.58,11.6.58,1,11,6,58,MCQ,C,,,,volume1,371,29
v1:11.6.59,11.6.59,1,11,6,59,MCQ,C,,,,volume1,371,29
v1:11.6.60,11.6.60,1,11,6,60,MCQ,C,,,,volume1,371,29
v1:11.6.61,11.6.61,1,11,6,61,MCQ,D,,,,volume1,371,30
v1:11.6.62,11.6.62,1,11,6,62,MCQ,B,,,,volume1,371,30
v1:11.6.63,11.6.63,1,11,6,63,MCQ,C,,,,volume1,371,30
v1:11.6.64,11.6.64,1,11,6,64,MCQ,C,,,,volume1,371,30
v1:11.6.65,11.6.65,1,11,6,65,MCQ,D,,,,volume1,371,30
v1:11.6.66,11.6.66,1,11,6,66,MCQ,A,,,,volume1,371,31
v1:11.6.67,11.6.67,1,11,6,67,MCQ,A,,,,volume1,371,31
v1:11.6.68,11.6.68,1,11,6,68,MCQ,D,,,,volume1,371,31
v1:11.6.69,11.6.69,1,11,6,69,MCQ,B,,,,volume1,371,31
v1:11.6.70,11.6.70,1,11,6,70,MCQ,A,,,,volume1,371,31
v1:11.6.71,11.6.71,1,11,6,71,MCQ,B,,,,volume1,371,32
v1:11.6.72,11.6.72,1,11,6,72,MCQ,D,,,,volume1,371,32
v1:11.6.73,11.6.73,1,11,6,73,MCQ,A,,,,volume1,371,32
v1:11.6.74,11.6.74,1,11,6,74,MCQ,B,,,,volume1,371,32
v1:11.6.75,11.6.75,1,11,6,75,MCQ,B,,,,volume1,371,32
v1:11.6.76,11.6.76,1,11,6,76,MCQ,C,,,,volume1,371,33
v1:11.6.77,11.6.77,1,11,6,77,MCQ,B,,,,volume1,371,33
v1:11.6.78,11.6.78,1,11,6,78,MCQ,B,,,,volume1,371,33
v1:11.6.79,11.6.79,1,11,6,79,MCQ,B,,,,volume1,371,33
v1:11.6.80,11.6.80,1,11,6,80,MCQ,A,,,,volume1,371,33
v1:11.6.81,11.6.81,1,11,6,81,MCQ,B,,,,volume1,371,34
v1:11.6.82,11.6.82,1,11,6,82,MCQ,B,,,,volume1,371,34
v1:11.6.83,11.6.83,1,11,6,83,MCQ,A,,,,volume1,371,34
v1:11.6.84,11.6.84,1,11,6,84,MCQ,C,,,,volume1,371,34
v1:11.6.85,11.6.85,1,11,6,85,MCQ,C,,,,volume1,371,34
v1:11.6.86,11.6.86,1,11,6,86,MCQ,C,,,,volume1,371,35
v1:11.6.87,11.6.87,1,11,6,87,MCQ,A,,,,volume1,371,35
v1:11.6.88,11.6.88,1,11,6,88,MCQ,B,,,,volume1,371,35
v1:11.6.89,11.6.89,1,11,6,89,MCQ,B,,,,volume1,371,35
v1:11.6.90,11.6.90,1,11,6,90,MCQ,A,,,,volume1,371,35
v1:11.6.91,11.6.91,1,11,6,91,MCQ,C,,,,volume1,371,36
v1:11.6.92,11.6.92,1,11,6,92,MCQ,A,,,,volume1,371,36
v1:11.6.93,11.6.93,1,11,6,93,MCQ,A,,,,volume1,371,36
v1:11.6.94,11.6.94,1,11,6,94,MCQ,A,,,,volume1,371,36
v1:11.6.95,11.6.95,1,11,6,95,MCQ,A,,,,volume1,371,36
v1:11.6.96,11.6.96,1,11,6,96,MCQ,A,,,,volume1,372,0
v1:11.6.97,11.6.97,1,11,6,97,MCQ,C,,,,volume1,372,0
v1:11.6.98,11.6.98,1,11,6,98,MCQ,B,,,,volume1,372,0
v1:11.6.99,11.6.99,1,11,6,99,MCQ,A,,,,volume1,372,0
v1:11.6.100,11.6.100,1,11,6,100,MCQ,A,,,,volume1,372,0
v1:11.6.101,11.6.101,1,11,6,101,MCQ,D,,,,volume1,372,1
v1:11.6.102,11.6.102,1,11,6,102,MCQ,C,,,,volume1,372,1
v1:11.6.103,11.6.103,1,11,6,103,MCQ,D,,,,volume1,372,1
v1:11.6.104,11.6.104,1,11,6,104,MCQ,A,,,,volume1,372,1
v1:11.6.105,11.6.105,1,11,6,105,MCQ,A,,,,volume1,372,1
v1:11.6.106,11.6.106,1,11,6,106,MCQ,C,,,,volume1,372,2
v1:11.6.107,11.6.107,1,11,6,107,MCQ,D,,,,volume1,372,2
v1:11.6.108,11.6.108,1,11,6,108,MCQ,D,,,,volume1,372,2
v1:11.6.109,11.6.109,1,11,6,109,MCQ,D,,,,volume1,372,2
v1:11.6.110,11.6.110,1,11,6,110,MCQ,C,,,,volume1,372,2
v1:11.6.111,11.6.111,1,11,6,111,MCQ,B,,,,volume1,372,3
v1:11.6.112,11.6.112,1,11,6,112,MCQ,A,,,,volume1,372,3
v1:11.6.113,11.6.113,1,11,6,113,MCQ,D,,,,volume1,372,3
v1:11.7.1,11.7.1,1,11,7,1,MCQ,B,,,,volume1,372,3
v1:11.8.1,11.8.1,1,11,8,1,MCQ,B,,,,volume1,372,3
v1:11.8.2,11.8.2,1,11,8,2,MCQ,C,,,,volume1,372,4
v1:11.8.3,11.8.3,1,11,8,3,MCQ,D,,,,volume1,372,4
v1:11.9.1,11.9.1,1,11,9,1,MCQ,D,,,,volume1,372,4
v1:11.9.2,11.9.2,1,11,9,2,MCQ,C,,,,volume1,372,4
v1:11.9.3,11.9.3,1,11,9,3,MCQ,B,,,,volume1,372,4
v1:11.9.4,11.9.4,1,11,9,4,MCQ,B,,,,volume1,372,5
v1:11.9.5,11.9.5,1,11,9,5,MCQ,D,,,,volume1,372,5
v1:11.10.1,11.10.1,1,11,10,1,MCQ,D,,,,volume1,372,5
v1:11.10.2,11.10.2,1,11,10,2,MCQ,C,,,,volume1,372,5
v1:11.10.3,11.10.3,1,11,10,3,MCQ,D,,,,volume1,372,5
v1:11.10.4,11.10.4,1,11,10,4,MCQ,C,,,,volume1,372,6
v1:11.10.5,11.10.5,1,11,10,5,MCQ,D,,,,volume1,372,6
v1:11.10.6,11.10.6,1,11,10,6,MCQ,C,,,,volume1,372,6
v1:11.10.7,11.10.7,1,11,10,7,MCQ,B,,,,volume1,372,6
v1:11.10.8,11.10.8,1,11,10,8,MCQ,D,,,,volume1,372,6
v1:11.10.9,11.10.9,1,11,10,9,MCQ,B,,,,volume1,372,7
v1:11.10.10,11.10.10,1,11,10,10,MCQ,D,,,,volume1,372,7
v1:11.10.11,11.10.11,1,11,10,11,MCQ,B,,,,volume1,372,7
v1:11.10.12,11.10.12,1,11,10,12,MCQ,D,,,,volume1,372,7
v1:11.10.13,11.10.13,1,11,10,13,MCQ,B,,,,volume1,372,7
v1:11.10.14,11.10.14,1,11,10,14,MCQ,B,,,,volume1,372,8
v1:11.10.15,11.10.15,1,11,10,15,MCQ,C,,,,volume1,372,8
v1:11.10.16,11.10.16,1,11,10,16,MCQ,B,,,,volume1,372,8
v1:11.10.17,11.10.17,1,11,10,17,MCQ,B,,,,volume1,372,8
v1:11.10.18,11.10.18,1,11,10,18,MCQ,D,,,,volume1,372,8
v1:11.10.19,11.10.19,1,11,10,19,MCQ,D,,,,volume1,372,9
v1:11.10.20,11.10.20,1,11,10,20,MCQ,B,,,,volume1,372,9
v1:11.10.21,11.10.21,1,11,10,21,MCQ,D,,,,volume1,372,9
v1:11.10.22,11.10.22,1,11,10,22,MCQ,B,,,,volume1,372,9
v1:11.10.23,11.10.23,1,11,10,23,MCQ,C,,,,volume1,372,9
v1:11.10.24,11.10.24,1,11,10,24,MCQ,B,,,,volume1,372,10
v1:11.10.25,11.10.25,1,11,10,25,MCQ,B,,,,volume1,372,10
v1:11.10.26,11.10.26,1,11,10,26,MCQ,A,,,,volume1,372,10
v1:11.10.27,11.10.27,1,11,10,27,MCQ,B,,,,volume1,372,10
v1:11.10.28,11.10.28,1,11,10,28,MCQ,D,,,,volume1,372,10
v1:11.10.29,11.10.29,1,11,10,29,MCQ,A,,,,volume1,372,11
v1:11.10.30,11.10.30,1,11,10,30,MCQ,D,,,,volume1,372,11
v1:11.10.31,11.10.31,1,11,10,31,MCQ,A,,,,volume1,372,11
v1:11.10.32,11.10.32,1,11,10,32,MCQ,D,,,,volume1,372,11
v1:11.10.33,11.10.33,1,11,10,33,MCQ,C,,,,volume1,372,11
v1:11.10.34,11.10.34,1,11,10,34,MCQ,B,,,,volume1,372,12
v1:11.10.35,11.10.35,1,11,10,35,MCQ,B,,,,volume1,372,12
v1:11.10.36,11.10.36,1,11,10,36,MCQ,B,,,,volume1,372,12
v1:11.10.37,11.10.37,1,11,10,37,MCQ,D,,,,volume1,372,12
v1:11.10.38,11.10.38,1,11,10,38,MCQ,A,,,,volume1,372,12
v1:11.10.39,11.10.39,1,11,10,39,MCQ,A,,,,volume1,372,13
v1:11.10.40,11.10.40,1,11,10,40,MCQ,B,,,,volume1,372,13
v1:11.10.41,11.10.41,1,11,10,41,MCQ,A,,,,volume1,372,13
v1:11.10.42,11.10.42,1,11,10,42,MCQ,C,,,,volume1,372,13
v1:11.10.43,11.10.43,1,11,10,43,MCQ,A,,,,volume1,372,13
v1:11.10.44,11.10.44,1,11,10,44,MCQ,C,,,,volume1,372,14
v1:11.10.45,11.10.45,1,11,10,45,MCQ,D,,,,volume1,372,14
v1:11.10.46,11.10.46,1,11,10,46,MCQ,D,,,,volume1,372,14
v1:11.10.47,11.10.47,1,11,10,47,MCQ,C,,,,volume1,372,14
v1:11.10.48,11.10.48,1,11,10,48,MCQ,B,,,,volume1,372,14
v1:11.10.49,11.10.49,1,11,10,49,MSQ,,B;D,,,volume1,372,15
v1:11.10.50,11.10.50,1,11,10,50,MCQ,D,,,,volume1,372,15
v1:11.10.51,11.10.51,1,11,10,51,MCQ,C,,,,volume1,372,15
v1:11.10.52,11.10.52,1,11,10,52,MCQ,A,,,,volume1,372,15
v1:11.10.53,11.10.53,1,11,10,53,MCQ,D,,,,volume1,372,15
v1:11.10.54,11.10.54,1,11,10,54,MCQ,C,,,,volume1,372,16
v1:11.10.55,11.10.55,1,11,10,55,MCQ,A,,,,volume1,372,16
v1:11.10.56,11.10.56,1,11,10,56,MCQ,A,,,,volume1,372,16
v1:11.10.57,11.10.57,1,11,10,57,MCQ,B,,,,volume1,372,16
v1:17.11.1,17.11.1,1,17,11,1,MCQ,A,,,,volume1,372,16
v1:11.11.2,11.11.2,1,11,11,2,MCQ,C,,,,volume1,372,17
v1:11.12.1,11.12.1,1,11,12,1,MCQ,B,,,,volume1,372,17
v1:11.12.2,11.12.2,1,11,12,2,MCQ,C,,,,volume1,372,17
v1:11.12.3,11.12.3,1,11,12,3,MCQ,C,,,,volume1,372,17
v1:11.12.4,11.12.4,1,11,12,4,MCQ,C,,,,volume1,372,17
v1:11.12.5,11.12.5,1,11,12,5,MCQ,A,,,,volume1,372,18
v1:11.12.6,11.12.6,1,11,12,6,MCQ,B,,,,volume1,372,18
v1:11.12.7,11.12.7,1,11,12,7,MCQ,B,,,,volume1,372,18
v1:11.12.8,11.12.8,1,11,12,8,MCQ,C,,,,volume1,372,18
v1:11.13.1,11.13.1,1,11,13,1,MCQ,B,,,,volume1,372,18
v1:11.13.2,11.13.2,1,11,13,2,MCQ,A,,,,volume1,372,19
v1:11.13.3,11.13.3,1,11,13,3,MCQ,D,,,,volume1,372,19
v1:11.13.4,11.13.4,1,11,13,4,MCQ,A,,,,volume1,372,19
v1:11.13.5,11.13.5,1,11,13,5,MCQ,D,,,,volume1,372,19
v1:11.13.6,11.13.6,1,11,13,6,MCQ,B,,,,volume1,372,19
v1:11.13.7,11.13.7,1,11,13,7,MCQ,B,,,,volume1,372,20
v1:11.13.8,11.13.8,1,11,13,8,MCQ,C,,,,volume1,372,20
v1:11.14.1,11.14.1,1,11,14,1,MCQ,B,,,,volume1,372,20
v1:11.14.2,11.14.2,1,11,14,2,MCQ,C,,,,volume1,372,20
v1:11.14.38,11.14.38,1,11,14,38,MCQ,B,,,,volume1,372,20
v1:11.14.4,11.14.4,1,11,14,4,MCQ,C,,,,volume1,372,21
v1:11.15.1,11.15.1,1,11,15,1,MCQ,D,,,,volume1,372,21
v1:11.15.2,11.15.2,1,11,15,2,MCQ,C,,,,volume1,372,21
v1:11.15.3,11.15.3,1,11,15,3,MCQ,C,,,,volume1,372,21
v1:11.15.4,11.15.4,1,11,15,4,MCQ,C,,,,volume1,372,21
v1:11.15.5,11.15.5,1,11,15,5,MCQ,B,,,,volume1,372,22
v1:11.16.1,11.16.1,1,11,16,1,MCQ,A,,,,volume1,372,22
v1:11.16.2,11.16.2,1,11,16,2,MCQ,C,,,,volume1,372,22
v1:11.17.1,11.17.1,1,11,17,1,MCQ,A,,,,volume1,372,22
v1:11.17.2,11.17.2,1,11,17,2,MCQ,C,,,,volume1,372,22
v1:11.18.1,11.18.1,1,11,18,1,MCQ,B,,,,volume1,372,23
v1:11.18.2,11.18.2,1,11,18,2,MCQ,A,,,,volume1,372,23
v1:11.18.3,11.18.3,1,11,18,3,MCQ,A,,,,volume1,372,23
v1:11.18.4,11.18.4,1,11,18,4,MCQ,B,,,,volume1,372,23
v1:11.18.5,11.18.5,1,11,18,5,MCQ,D,,,,volume1,372,23
v1:11.18.6,11.18.6,1,11,18,6,MCQ,A,,,,volume1,372,24
v1:11.18.7,11.18.7,1,11,18,7,MCQ,D,,,,volume1,372,24
v1:11.18.8,11.18.8,1,11,18,8,MCQ,B,,,,volume1,372,24
v1:11.18.9,11.18.9,1,11,18,9,MCQ,B,,,,volume1,372,24
v1:11.18.10,11.18.10,1,11,18,10,MCQ,C,,,,volume1,372,24
v1:11.18.11,11.18.11,1,11,18,11,MCQ,D,,,,volume1,372,25
v1:11.18.12,11.18.12,1,11,18,12,MCQ,A,,,,volume1,372,25
v1:11.18.13,11.18.13,1,11,18,13,MCQ,A,,,,volume1,372,25
v1:11.18.14,11.18.14,1,11,18,14,MCQ,B,,,,volume1,372,25
v1:11.18.15,11.18.15,1,11,18,15,MCQ,C,,,,volume1,372,25
v1:11.18.16,11.18.16,1,11,18,16,MCQ,D,,,,volume1,372,26
v1:11.18.17,11.18.17,1,11,18,17,MCQ,C,,,,volume1,372,26
v1:11.18.18,11.18.18,1,11,18,18,MCQ,A,,,,volume1,372,26
v1:11.18.19,11.18.19,1,11,18,19,MCQ,B,,,,volume1,372,26
v1:11.19.1,11.19.1,1,11,19,1,MCQ,A,,,,volume1,372,26
v1:11.19.2,11.19.2,1,11,19,2,MCQ,B,,,,volume1,372,27
v1:11.19.3,11.19.3,1,11,19,3,MCQ,C,,,,volume1,372,27
v1:11.19.4,11.19.4,1,11,19,4,MCQ,C,,,,volume1,372,27
v1:11.19.5,11.19.5,1,11,19,5,MCQ,B,,,,volume1,372,27
v1:11.19.7,11.19.7,1,11,19,7,MCQ,C,,,,volume1,372,28
v1:11.19.8,11.19.8,1,11,19,8,MCQ,D,,,,volume1,372,28
v1:11.19.9,11.19.9,1,11,19,9,MCQ,A,,,,volume1,372,28
v1:11.19.10,11.19.10,1,11,19,10,MCQ,C,,,,volume1,372,28
v1:11.19.11,11.19.11,1,11,19,11,MCQ,C,,,,volume1,372,28
v1:11.19.12,11.19.12,1,11,19,12,MCQ,A,,,,volume1,372,29
v1:11.19.13,11.19.13,1,11,19,13,MCQ,C,,,,volume1,372,29
v1:11.19.14,11.19.14,1,11,19,14,MCQ,C,,,,volume1,372,29
v1:11.19.15,11.19.15,1,11,19,15,MCQ,B,,,,volume1,372,29
v1:11.19.16,11.19.16,1,11,19,16,MCQ,B,,,,volume1,372,29
v1:11.19.17,11.19.17,1,11,19,17,MCQ,B,,,,volume1,372,30
v1:11.19.18,11.19.18,1,11,19,18,MCQ,C,,,,volume1,372,30
v1:11.19.19,11.19.19,1,11,19,19,MCQ,B,,,,volume1,372,30
v1:11.19.20,11.19.20,1,11,19,20,MCQ,A,,,,volume1,372,30
v1:11.19.21,11.19.21,1,11,19,21,MCQ,C,,,,volume1,372,30
v1:11.19.22,11.19.22,1,11,19,22,MCQ,B,,,,volume1,372,31
v1:11.19.23,11.19.23,1,11,19,23,MCQ,A,,,,volume1,372,31
v1:11.19.24,11.19.24,1,11,19,24,MCQ,C,,,,volume1,372,31
v1:11.19.25,11.19.25,1,11,19,25,MCQ,B,,,,volume1,372,31
v1:11.20.1,11.20.1,1,11,20,1,MCQ,D,,,,volume1,372,31
v1:11.20.2,11.20.2,1,11,20,2,MCQ,B,,,,volume1,372,32
v1:11.20.3,11.20.3,1,11,20,3,MCQ,A,,,,volume1,372,32
v1:11.20.4,11.20.4,1,11,20,4,MCQ,D,,,,volume1,372,32
v1:11.20.5,11.20.5,1,11,20,5,MCQ,B,,,,volume1,372,32
v1:11.20.6,11.20.6,1,11,20,6,MCQ,B,,,,volume1,372,32
v1:11.20.7,11.20.7,1,11,20,7,MCQ,B,,,,volume1,372,33
v1:11.20.8,11.20.8,1,11,20,8,MCQ,D,,,,volume1,372,33
v1:11.20.9,11.20.9,1,11,20,9,MCQ,D,,,,volume1,372,33
v1:11.20.10,11.20.10,1,11,20,10,MCQ,D,,,,volume1,372,33
v1:11.20.11,11.20.11,1,11,20,11,MCQ,C,,,,volume1,372,33
v1:11.20.12,11.20.12,1,11,20,12,MCQ,D,,,,volume1,372,34
v1:11.20.13,11.20.13,1,11,20,13,MCQ,D,,,,volume1,372,34
v1:11.20.14,11.20.14,1,11,20,14,MCQ,D,,,,volume1,372,34
v1:11.20.15,11.20.15,1,11,20,15,MCQ,A,,,,volume1,372,34
v1:11.20.16,11.20.16,1,11,20,16,MCQ,C,,,,volume1,372,34
v1:11.20.17,11.20.17,1,11,20,17,MCQ,A,,,,volume1,372,35
v1:11.20.18,11.20.18,1,11,20,18,MCQ,C,,,,volume1,372,35
v1:11.20.19,11.20.19,1,11,20,19,MCQ,A,,,,volume1,372,35
v1:11.20.20,11.20.20,1,11,20,20,MCQ,D,,,,volume1,372,35
v1:11.20.21,11.20.21,1,11,20,21,MCQ,D,,,,volume1,372,35
v1:11.20.22,11.20.22,1,11,20,22,MCQ,D,,,,volume1,372,36
v1:11.20.23,11.20.23,1,11,20,23,MCQ,A,,,,volume1,372,36
v1:11.20.24,11.20.24,1,11,20,24,MCQ,B,,,,volume1,372,36
v1:11.20.25,11.20.25,1,11,20,25,MCQ,C,,,,volume1,372,36
v1:11.20.26,11.20.26,1,11,20,26,MCQ,C,,,,volume1,372,36
v1:11.20.27,11.20.27,1,11,20,27,MCQ,D,,,,volume1,372,37
v1:11.20.28,11.20.28,1,11,20,28,MCQ,D,,,,volume1,372,37
v1:11.20.29,11.20.29,1,11,20,29,MCQ,C,,,,volume1,372,37
v1:11.20.30,11.20.30,1,11,20,30,MCQ,C,,,,volume1,372,37
v1:11.20.31,11.20.31,1,11,20,31,MCQ,D,,,,volume1,372,37
v1:11.20.32,11.20.32,1,11,20,32,MCQ,C,,,,volume1,372,38
v1:11.20.33,11.20.33,1,11,20,33,MCQ,C,,,,volume1,372,38
v1:11.20.34,11.20.34,1,11,20,34,MCQ,B,,,,volume1,372,38
v1:11.20.35,11.20.35,1,11,20,35,MCQ,B,,,,volume1,372,38
v1:11.20.36,11.20.36,1,11,20,36,MCQ,D,,,,volume1,372,38
v1:11.20.37,11.20.37,1,11,20,37,MCQ,C,,,,volume1,372,39
v1:11.20.39,11.20.39,1,11,20,39,MCQ,C,,,,volume1,372,39
v1:11.20.40,11.20.40,1,11,20,40,MCQ,C,,,,volume1,372,39
v1:11.21.1,11.21.1,1,11,21,1,MCQ,A,,,,volume1,372,39
v1:11.21.2,11.21.2,1,11,21,2,MCQ,C,,,,volume1,372,40
v1:11.21.3,11.21.3,1,11,21,3,MCQ,A,,,,volume1,372,40
v1:11.21.4,11.21.4,1,11,21,4,MCQ,C,,,,volume1,372,40
v1:11.21.5,11.21.5,1,11,21,5,MCQ,A,,,,volume1,372,40
v1:11.21.6,11.21.6,1,11,21,6,MCQ,B,,,,volume1,372,40
v1:11.21.7,11.21.7,1,11,21,7,MCQ,B,,,,volume1,372,41
v1:11.21.8,11.21.8,1,11,21,8,MCQ,B,,,,volume1,372,41
v1:11.21.9,11.21.9,1,11,21,9,MCQ,B,,,,volume1,372,41
v1:11.21.10,11.21.10,1,11,21,10,MCQ,C,,,,volume1,372,41
v1:11.21.11,11.21.11,1,11,21,11,MCQ,D,,,,volume1,372,41
v2:1.1.3,1.1.3,2,1,1,3,MCQ,B,,,,volume2,90,5
v2:1.1.4,1.1.4,2,1,1,4,MCQ,C,,,,volume2,90,5
v2:1.1.5,1.1.5,2,1,1,5,NAT,,,12.0,0.01,volume2,90,6
v2:1.1.6,1.1.6,2,1,1,6,NAT,,,29.0,0.01,volume2,90,6
v2:1.1.7,1.1.7,2,1,1,7,MSQ,,A;C,,,volume2,90,6
v2:1.1.8,1.1.8,2,1,1,8,MCQ,B,,,,volume2,90,6
v2:1.2.3,1.2.3,2,1,2,3,MCQ,C,,,,volume2,90,7
v2:1.2.4,1.2.4,2,1,2,4,MCQ,A,,,,volume2,90,7
v2:1.2.5,1.2.5,2,1,2,5,MCQ,B,,,,volume2,90,7
v2:1.2.6,1.2.6,2,1,2,6,MCQ,A,,,,volume2,90,7
v2:1.2.7,1.2.7,2,1,2,7,MCQ,C,,,,volume2,90,8
v2:1.2.8,1.2.8,2,1,2,8,MCQ,C,,,,volume2,90,8
v2:1.2.9,1.2.9,2,1,2,9,MCQ,C,,,,volume2,90,8
v2:1.3.2,1.3.2,2,1,3,2,MCQ,B,,,,volume2,90,8
v2:1.3.3,1.3.3,2,1,3,3,MCQ,D,,,,volume2,90,9
v2:1.3.4,1.3.4,2,1,3,4,MCQ,A,,,,volume2,90,9
v2:1.3.5,1.3.5,2,1,3,5,MSQ,,A;C,,,volume2,90,9
v2:1.3.6,1.3.6,2,1,3,6,MSQ,,A;D,,,volume2,90,9
v2:1.3.7,1.3.7,2,1,3,7,MCQ,A,,,,volume2,90,9
v2:1.4.1,1.4.1,2,1,4,1,MSQ,,A;B,,,volume2,90,10
v2:1.4.2,1.4.2,2,1,4,2,MCQ,B,,,,volume2,90,10
v2:1.4.3,1.4.3,2,1,4,3,MCQ,D,,,,volume2,90,10
v2:1.4.4,1.4.4,2,1,4,4,MCQ,B,,,,volume2,90,10
v2:1.4.5,1.4.5,2,1,4,5,MCQ,A,,,,volume2,90,10
